,cod_loja,data_semana_comercial,venda,localidade,loja_tamanho,clima
89178,248,2019-11-03,2,1,3,2
89179,110,2017-08-13,2,1,4,3
89180,247,2020-11-29,1,1,3,2
89182,199,2017-08-27,2,1,3,4
89183,105,2017-10-22,2,1,2,3
89184,282,2017-11-26,1,1,4,3
89185,293,2017-07-30,4,1,2,2
89186,77,2017-10-22,2,1,2,4
89187,219,2017-12-24,2,1,4,3
89188,242,2018-03-25,4,1,4,2
89189,109,2017-10-15,2,1,2,3
89190,62,2017-12-31,1,1,3,4
89191,179,2018-02-04,1,1,2,4
89192,223,2017-08-13,2,1,2,3
89193,238,2017-10-01,2,1,3,2
89194,240,2017-09-03,1,1,3,3
89195,296,2018-01-21,2,1,3,3
89196,197,2017-07-23,1,1,4,3
89197,194,2017-05-21,0,1,2,3
89198,225,2017-12-31,1,1,2,5
89199,210,2018-10-21,2,1,2,5
89200,349,2018-12-30,1,1,4,4
89201,23,2018-10-07,1,1,2,3
89202,219,2020-12-06,1,1,4,3
89203,192,2020-11-22,1,1,2,4
89204,80,2020-07-05,1,1,0,2
89205,257,2017-01-08,2,1,3,3
89206,64,2017-11-12,1,1,3,4
89208,131,2019-12-29,1,1,3,3
89209,194,2017-09-10,1,1,2,3
89210,172,2018-01-07,1,1,0,4
89211,278,2017-11-19,1,1,3,3
89212,243,2017-12-24,1,1,4,2
89213,122,2019-02-17,1,1,2,2
89214,135,2019-01-06,2,1,2,4
89216,81,2017-09-17,1,1,4,2
89217,192,2017-12-03,1,1,2,4
89218,357,2021-10-10,1,1,3,4
89219,47,2021-08-08,25,1,2,4
89220,32,2022-06-05,111,1,2,3
89221,115,2022-06-19,44,1,2,4
89222,63,2022-01-02,4,1,0,3
89223,13,2021-02-21,22,1,1,5
89224,418,2021-02-21,61,0,0,0
89225,278,2022-07-31,11,1,3,3
89226,341,2022-08-07,22,1,3,4
89227,250,2022-08-07,31,1,3,4
89228,7,2022-08-07,47,1,3,5
89229,346,2022-08-07,56,1,3,5
89230,191,2021-04-25,49,1,3,3
89231,219,2021-05-09,45,1,4,3
89232,334,2021-05-09,64,1,3,4
89233,187,2021-05-23,35,1,2,4
89234,92,2021-05-23,139,1,1,4
89235,292,2022-04-03,38,1,2,4
89236,4,2021-06-06,77,1,0,4
89237,345,2021-06-06,19,1,4,3
89238,328,2022-04-17,33,1,2,2
89239,115,2021-06-27,78,1,2,4
89240,138,2022-04-24,67,1,0,4
89241,134,2022-05-08,86,1,2,4
89242,275,2021-07-04,34,1,3,5
89243,144,2022-05-08,97,1,2,5
89244,408,2021-07-11,108,2,0,6
89245,127,2021-07-18,36,1,2,3
89246,180,2021-07-18,28,1,3,4
89247,346,2021-07-25,83,1,3,5
89248,136,2021-08-08,37,1,0,2
89249,33,2022-06-12,104,1,0,5
89250,413,2022-06-19,162,2,0,6
89251,220,2022-06-19,16,1,4,4
89252,4,2022-06-26,79,1,0,4
89253,314,2022-06-26,16,1,4,4
89254,385,2022-07-10,7,1,3,4
89255,13,2021-09-12,49,1,1,5
89256,140,2022-07-31,19,1,2,3
89257,231,2021-04-18,19,1,2,3
89258,307,2021-04-18,115,1,2,5
89259,143,2022-02-13,13,1,3,3
89260,184,2021-04-25,132,1,0,4
89261,168,2021-04-25,23,1,2,3
89262,50,2022-02-20,17,1,2,4
89263,58,2021-04-25,69,1,0,3
89264,245,2022-02-27,29,1,2,2
89265,411,2021-05-02,108,2,0,6
89266,309,2021-05-02,103,1,2,2
89267,112,2021-05-09,24,1,2,2
89268,264,2021-05-09,34,1,2,2
89269,134,2021-05-16,80,1,2,4
89270,84,2022-03-20,14,1,0,3
89271,44,2022-03-20,95,1,1,4
89272,2,2022-03-20,81,1,0,5
89273,118,2021-05-23,78,1,2,4
89274,141,2021-05-30,77,1,2,4
89275,271,2022-04-03,8,1,4,3
89276,151,2021-06-06,102,1,0,5
89277,207,2021-06-13,20,1,2,3
89278,138,2021-06-27,95,1,0,4
89279,46,2022-04-24,73,1,0,2
89280,312,2022-05-01,49,1,2,5
89281,21,2022-05-08,210,1,0,4
89282,183,2022-05-08,20,1,2,2
89283,26,2022-05-08,141,1,0,4
89284,28,2022-05-15,179,1,0,3
89285,281,2022-05-15,42,1,3,4
89286,138,2022-05-22,99,1,0,4
89287,317,2021-07-25,12,1,2,2
89288,1,2021-08-01,207,1,0,5
89289,87,2022-05-29,77,1,2,2
89290,413,2022-06-05,150,2,0,6
89291,246,2022-06-05,41,1,2,3
89292,315,2021-01-17,11,1,3,2
89293,117,2021-01-31,30,1,0,4
89294,60,2022-06-26,92,1,1,4
89295,105,2021-02-07,28,1,2,3
89296,321,2021-09-05,13,1,3,4
89297,224,2021-02-28,16,1,2,3
89298,346,2021-03-28,58,1,3,5
89299,193,2021-10-03,24,1,2,5
89300,296,2022-08-14,20,1,3,3
89301,31,2021-10-24,39,1,0,4
89302,151,2021-05-02,107,1,0,5
89303,350,2021-05-09,93,1,2,3
89304,116,2021-05-16,40,1,3,5
89305,334,2021-05-23,40,1,3,4
89306,357,2022-03-27,9,1,3,4
89307,12,2022-03-27,150,1,0,5
89308,26,2022-04-03,81,1,0,4
89309,37,2021-06-06,156,1,1,3
89310,196,2021-06-06,67,1,2,4
89311,246,2021-06-13,26,1,2,3
89312,175,2022-04-17,66,1,2,4
89313,128,2021-06-27,72,1,3,4
89314,197,2021-06-27,34,1,4,3
89315,136,2021-06-27,33,1,0,2
89316,62,2022-05-01,50,1,3,4
89317,190,2021-07-04,60,1,2,3
89318,221,2022-05-08,195,1,0,4
89319,172,2021-07-18,57,1,0,4
89320,100,2022-05-29,159,1,1,5
89321,287,2021-01-03,13,1,3,2
89322,100,2022-06-05,223,1,1,5
89323,226,2022-06-19,20,1,3,5
89324,386,2022-06-26,9,1,2,2
89325,329,2021-02-07,16,1,3,3
89326,109,2022-07-10,33,1,2,3
89327,88,2021-02-28,34,1,0,2
89328,179,2021-10-03,14,1,2,4
89329,352,2022-08-14,14,1,3,5
89330,7,2021-04-25,39,1,3,5
89331,85,2021-04-25,38,1,1,2
89332,91,2022-02-20,8,1,3,4
89333,112,2021-10-24,45,1,2,2
89334,151,2022-03-06,56,1,0,5
89335,420,2022-03-06,17,0,0,0
89336,32,2021-05-23,70,1,2,3
89337,352,2022-03-27,63,1,3,5
89338,59,2021-05-30,66,1,2,3
89339,362,2021-06-06,23,1,3,2
89340,10,2022-04-10,217,1,1,5
89341,268,2022-04-10,50,1,2,4
89342,94,2022-04-17,13,1,2,3
89343,76,2021-07-25,82,1,0,4
89344,354,2022-05-29,39,1,3,5
89345,311,2021-12-19,29,1,0,5
89346,12,2021-08-15,34,1,0,5
89348,322,2022-06-26,31,1,0,4
89349,191,2021-02-07,29,1,3,3
89350,7,2022-07-03,35,1,3,5
89351,58,2022-07-03,12,1,0,3
89352,419,2021-09-05,50,0,0,0
89353,408,2021-03-28,68,2,0,6
89354,119,2021-03-28,42,1,2,5
89355,209,2021-10-10,46,1,2,2
89356,53,2021-04-18,96,1,0,3
89357,176,2022-08-14,28,1,0,2
89358,251,2021-04-25,26,1,3,3
89359,40,2021-05-02,226,1,1,4
89360,297,2022-02-27,9,1,2,3
89361,340,2022-02-27,9,1,3,2
89362,40,2021-05-16,183,1,1,4
89363,61,2022-04-10,80,1,2,2
89364,314,2022-04-17,26,1,4,4
89365,35,2022-04-17,107,1,0,4
89366,1,2021-06-20,126,1,0,5
89367,149,2022-04-17,160,1,1,4
89368,386,2022-04-17,15,1,2,2
89369,59,2021-06-20,67,1,2,3
89370,135,2022-04-24,13,1,2,4
89371,221,2021-06-27,147,1,0,4
89372,60,2022-05-08,267,1,1,4
89373,235,2022-05-08,37,1,2,2
89374,103,2021-07-11,61,1,2,5
89376,112,2021-07-18,13,1,2,2
89377,57,2021-07-18,124,1,0,5
89379,296,2022-05-22,19,1,3,3
89380,32,2022-05-22,108,1,2,3
89381,193,2022-05-29,94,1,2,5
89382,85,2022-05-29,91,1,1,2
89384,181,2021-08-08,18,1,2,4
89385,144,2021-08-08,58,1,2,5
89386,219,2022-06-19,7,1,4,3
89387,56,2022-06-26,39,1,2,3
89388,114,2021-02-07,67,1,1,5
89389,4,2021-08-29,22,1,0,4
89390,43,2021-02-14,25,1,2,4
89391,418,2021-03-21,75,0,0,0
89392,107,2021-03-21,9,1,2,2
89393,353,2022-07-31,19,1,3,3
89394,4,2022-02-06,40,1,0,4
89395,246,2022-08-14,15,1,2,3
89396,160,2021-10-10,27,1,3,5
89397,19,2022-02-13,26,1,1,4
89398,48,2021-04-25,34,1,0,3
89399,328,2022-03-13,25,1,2,2
89400,290,2021-05-16,136,1,0,5
89401,31,2021-05-23,58,1,0,4
89402,106,2021-05-30,185,1,0,5
89403,265,2021-05-30,15,1,2,2
89404,5,2022-04-17,52,1,2,5
89405,12,2022-04-24,117,1,0,5
89406,188,2021-06-20,28,1,3,5
89407,246,2021-06-27,47,1,2,3
89408,149,2022-05-08,248,1,1,4
89409,294,2021-07-11,27,1,2,4
89410,408,2022-05-15,102,2,0,6
89411,349,2022-05-15,29,1,4,4
89412,169,2022-05-15,58,1,3,3
89413,311,2021-07-18,78,1,0,5
89414,24,2022-05-15,85,1,3,4
89415,92,2022-05-22,134,1,1,4
89416,378,2021-07-25,51,1,4,2
89417,272,2022-06-05,36,1,3,3
89418,313,2022-06-12,47,1,3,4
89419,136,2022-06-19,41,1,0,2
89420,150,2022-06-19,45,1,0,3
89421,414,2021-01-31,57,2,0,6
89422,101,2022-06-26,28,1,2,4
89423,409,2022-07-03,86,2,0,6
89424,303,2021-09-05,9,1,2,5
89425,84,2021-02-21,22,1,0,3
89426,420,2022-01-16,7,0,0,0
89428,83,2022-08-07,28,1,2,2
89429,80,2022-02-06,33,1,0,2
89430,228,2022-02-06,20,1,2,2
89431,211,2022-02-06,15,1,3,4
89432,334,2021-04-18,17,1,3,4
89433,112,2022-08-14,20,1,2,2
89434,92,2021-04-25,136,1,1,4
89435,375,2021-04-25,100,1,3,3
89437,195,2021-05-02,41,1,3,3
89438,124,2021-05-09,37,1,2,2
89439,18,2021-05-16,130,1,0,4
89440,236,2021-06-20,49,1,2,3
89441,90,2022-05-08,16,1,4,3
89442,119,2022-05-15,147,1,2,5
89443,23,2022-05-29,45,1,2,3
89444,184,2021-01-03,22,1,0,4
89445,158,2021-01-03,14,1,2,2
89446,37,2022-05-29,172,1,1,3
89447,240,2022-06-05,42,1,3,3
89448,349,2021-08-08,22,1,4,4
89449,357,2021-08-08,16,1,3,4
89450,116,2021-08-08,29,1,3,5
89451,63,2022-06-12,130,1,0,3
89452,187,2021-08-29,11,1,2,4
89453,290,2022-07-03,93,1,0,5
89454,181,2022-07-03,28,1,2,4
89455,10,2022-07-17,78,1,1,5
89457,413,2022-01-23,11,2,0,6
89458,222,2021-03-14,23,1,2,4
89459,242,2022-02-13,13,1,4,2
89462,106,2022-03-06,50,1,0,5
89463,12,2022-03-06,75,1,0,5
89464,125,2022-03-13,22,1,2,4
89465,203,2022-03-20,27,1,2,2
89466,61,2022-03-27,231,1,2,2
89467,90,2022-03-27,11,1,4,3
89468,139,2022-04-03,77,1,2,4
89469,109,2021-05-30,42,1,2,3
89470,314,2021-06-06,24,1,4,4
89471,41,2022-04-03,48,1,0,3
89472,6,2021-06-13,124,1,0,4
89473,151,2022-04-17,88,1,0,5
89474,155,2022-04-24,20,1,2,2
89475,372,2021-06-27,56,1,3,4
89476,291,2021-06-27,50,1,3,4
89477,16,2022-05-01,42,1,3,4
89478,331,2022-05-15,72,1,3,2
89479,58,2022-05-15,178,1,0,3
89480,132,2021-07-25,33,1,3,5
89481,125,2022-05-29,51,1,2,4
89482,319,2022-05-29,47,1,2,5
89483,12,2022-06-19,77,1,0,5
89484,268,2021-08-22,2,1,2,4
89485,18,2022-06-26,67,1,0,4
89486,53,2022-06-26,20,1,0,3
89487,279,2022-07-10,27,1,3,4
89488,420,2021-02-28,27,0,0,0
89489,6,2021-09-12,34,1,0,4
89490,89,2021-09-19,49,1,0,4
89491,361,2022-07-24,12,1,4,5
89492,268,2022-01-30,6,1,2,4
89493,132,2021-04-04,26,1,3,5
89494,118,2022-07-31,44,1,2,4
89495,144,2021-10-03,23,1,2,5
89496,2,2022-08-07,119,1,0,5
89497,188,2021-04-18,12,1,3,5
89498,6,2022-08-14,62,1,0,4
89499,69,2022-08-21,37,1,0,2
89500,137,2021-05-02,51,1,3,3
89501,198,2021-05-09,40,1,4,4
89502,49,2022-03-13,47,1,1,3
89503,103,2021-05-16,91,1,2,5
89504,164,2021-05-16,33,1,3,5
89505,159,2022-03-20,22,1,2,2
89506,158,2022-03-27,28,1,2,2
89507,334,2022-04-03,42,1,3,4
89508,32,2021-06-06,127,1,2,3
89509,364,2021-06-20,27,1,4,4
89510,52,2021-06-20,34,1,2,3
89511,104,2022-04-17,23,1,2,2
89512,420,2022-05-15,44,0,0,0
89513,314,2022-05-22,17,1,4,4
89514,50,2021-07-25,81,1,2,4
89515,52,2022-06-05,34,1,2,3
89516,17,2021-08-08,106,1,2,5
89517,322,2021-01-17,8,1,0,4
89518,78,2022-06-26,37,1,2,4
89519,100,2022-07-17,102,1,1,5
89520,201,2021-03-07,15,1,3,2
89521,187,2022-07-24,18,1,2,4
89522,264,2021-03-28,5,1,2,2
89523,145,2022-07-31,9,1,2,2
89524,316,2021-04-25,7,1,2,2
89525,341,2021-04-25,45,1,3,4
89526,26,2021-10-17,52,1,0,4
89527,350,2022-08-21,17,1,2,3
89528,201,2021-05-09,14,1,3,2
89529,408,2021-05-23,106,2,0,6
89530,115,2021-06-06,51,1,2,4
89531,242,2021-06-13,12,1,4,2
89532,54,2021-06-20,23,1,3,3
89533,326,2021-06-27,49,1,3,5
89534,14,2021-07-18,59,1,2,4
89535,418,2022-05-15,66,0,0,0
89536,28,2021-07-25,84,1,0,3
89537,188,2021-08-01,48,1,3,5
89538,70,2021-08-08,28,1,2,2
89539,5,2022-06-12,61,1,2,5
89540,107,2021-08-29,3,1,2,2
89541,19,2022-07-10,78,1,1,4
89542,20,2021-10-03,29,1,2,5
89543,414,2022-01-30,15,2,0,6
89544,120,2021-10-03,64,1,2,2
89545,5,2021-04-11,67,1,2,5
89546,139,2021-04-11,40,1,2,4
89547,26,2022-08-14,111,1,0,4
89548,131,2021-05-09,51,1,3,3
89549,262,2022-04-10,19,1,4,4
89550,78,2021-06-13,52,1,2,4
89551,95,2021-06-20,39,1,2,3
89552,3,2022-04-24,18,1,3,5
89553,55,2021-06-27,137,1,0,4
89554,10,2021-06-27,150,1,1,5
89555,98,2021-06-27,127,1,0,4
89556,69,2021-06-27,45,1,0,2
89557,322,2022-05-01,37,1,0,4
89558,218,2021-07-11,12,1,2,2
89559,97,2021-08-08,15,1,3,2
89560,10,2021-08-15,81,1,1,5
89561,56,2022-06-12,63,1,2,3
89562,78,2021-02-14,24,1,2,4
89563,88,2022-07-10,26,1,0,2
89564,60,2022-07-17,45,1,1,4
89565,325,2021-04-04,31,1,3,5
89566,313,2021-04-18,48,1,3,4
89567,76,2022-02-13,26,1,0,4
89568,181,2022-02-13,20,1,2,4
89569,92,2022-08-21,42,1,1,4
89570,46,2021-10-17,53,1,0,2
89571,327,2022-08-21,27,1,3,3
89572,191,2021-05-02,50,1,3,3
89573,297,2021-05-09,74,1,2,3
89574,82,2021-05-16,91,1,2,4
89575,351,2022-03-20,12,1,3,4
89576,357,2022-03-20,13,1,3,4
89577,274,2022-04-17,24,1,3,2
89578,338,2021-07-04,28,1,3,3
89579,274,2022-05-08,34,1,3,2
89580,393,2022-05-15,50,1,4,3
89581,5,2022-05-15,77,1,2,5
89582,244,2021-07-25,56,1,2,3
89583,420,2021-12-19,47,0,0,0
89584,53,2022-06-12,124,1,0,3
89586,156,2021-02-07,11,1,4,3
89587,23,2021-02-07,22,1,2,3
89588,328,2022-07-17,17,1,2,2
89589,56,2021-10-03,24,1,2,3
89590,347,2022-08-07,4,1,4,3
89591,107,2022-08-07,27,1,2,2
89592,412,2021-04-18,31,2,2,6
89593,199,2021-05-02,41,1,3,4
89594,145,2022-02-27,28,1,2,2
89595,246,2022-03-13,22,1,2,3
89596,127,2021-05-23,59,1,2,3
89597,118,2021-06-06,94,1,2,4
89598,208,2022-04-17,27,1,2,2
89599,316,2022-04-17,14,1,2,2
89600,249,2022-05-01,28,1,2,2
89601,312,2021-07-18,24,1,2,5
89602,18,2021-08-22,12,1,0,4
89603,282,2021-02-07,26,1,4,3
89604,72,2021-09-05,28,1,0,2
89605,314,2021-10-03,9,1,4,4
89606,57,2021-04-04,84,1,0,5
89607,157,2021-10-10,47,1,2,4
89608,249,2021-10-17,25,1,2,2
89609,119,2022-02-20,15,1,2,5
89610,227,2021-05-09,49,1,4,5
89611,35,2022-03-20,44,1,0,4
89612,231,2021-05-23,40,1,2,3
89613,19,2021-06-06,124,1,1,4
89614,136,2022-04-03,66,1,0,2
89615,118,2021-06-13,92,1,2,4
89616,172,2021-06-13,100,1,0,4
89617,294,2021-06-20,42,1,2,4
89618,93,2022-04-24,15,1,2,4
89619,382,2021-07-04,27,1,4,3
89620,13,2021-07-18,177,1,1,5
89621,365,2021-07-25,49,1,4,2
89622,312,2021-08-01,25,1,2,5
89623,58,2021-08-01,15,1,0,3
89624,57,2022-06-12,124,1,0,5
89625,209,2022-06-12,28,1,2,2
89626,341,2022-06-12,45,1,3,4
89627,41,2021-09-05,36,1,0,3
89628,285,2021-09-12,9,1,3,3
89629,418,2021-02-28,45,0,0,0
89630,66,2021-09-19,4,1,2,2
89631,104,2022-07-17,29,1,2,2
89632,36,2022-07-31,22,1,0,4
89633,24,2021-10-10,39,1,3,4
89634,165,2022-08-14,19,1,2,2
89635,15,2021-10-24,9,1,2,4
89636,145,2022-03-13,18,1,2,2
89637,99,2022-03-20,72,1,2,5
89638,163,2022-03-27,31,1,2,4
89639,272,2021-06-06,50,1,3,3
89640,301,2022-04-10,30,1,2,3
89641,27,2021-06-13,62,1,2,3
89642,420,2022-04-17,26,0,0,0
89643,9,2022-04-17,47,1,2,5
89644,365,2021-06-27,45,1,4,2
89645,313,2022-05-08,42,1,3,4
89646,15,2022-05-22,57,1,2,4
89647,254,2022-05-22,25,1,3,2
89648,241,2022-05-29,19,1,3,3
89649,33,2021-12-26,25,1,0,5
89650,337,2022-07-03,9,1,3,2
89651,409,2022-01-02,20,2,0,6
89653,111,2021-02-21,23,1,2,3
89654,49,2021-09-26,33,1,1,3
89655,88,2022-01-30,19,1,0,2
89656,310,2022-08-14,12,1,4,3
89657,246,2021-04-25,28,1,2,3
89658,218,2022-03-13,51,1,2,2
89659,312,2022-03-20,30,1,2,5
89660,104,2021-05-30,16,1,2,2
89661,127,2021-06-06,57,1,2,3
89662,309,2021-06-27,41,1,2,2
89663,279,2021-07-18,63,1,3,4
89664,334,2022-05-15,48,1,3,4
89665,355,2021-07-18,14,1,3,3
89666,32,2022-05-29,75,1,2,3
89667,135,2022-07-03,15,1,2,4
89668,356,2021-02-14,15,1,3,2
89669,324,2021-02-14,12,1,4,2
89670,31,2021-02-28,28,1,0,4
89671,317,2022-07-24,26,1,2,2
89672,20,2021-04-11,40,1,2,5
89673,36,2021-10-10,13,1,0,4
89674,96,2021-04-18,39,1,2,3
89675,15,2021-10-17,30,1,2,4
89676,11,2022-02-20,13,1,2,5
89677,63,2022-03-13,41,1,0,3
89678,152,2022-03-13,22,1,3,3
89679,132,2021-05-30,26,1,3,5
89680,73,2021-06-13,74,1,0,3
89681,320,2022-04-17,25,1,2,4
89682,356,2021-06-20,35,1,3,2
89683,185,2021-07-04,36,1,2,3
89684,246,2022-05-08,51,1,2,3
89685,38,2021-07-18,68,1,1,3
89686,321,2021-07-18,27,1,3,4
89687,389,2022-06-05,45,1,4,5
89688,180,2021-08-15,9,1,3,4
89689,33,2022-06-19,66,1,0,5
89690,414,2022-01-09,12,2,0,6
89691,113,2021-02-28,20,1,2,4
89692,408,2022-01-16,11,2,0,6
89693,51,2021-10-17,8,1,2,3
89694,94,2021-10-24,11,1,2,3
89695,61,2021-05-16,19,1,2,2
89696,393,2021-06-06,22,1,4,3
89697,312,2022-04-10,56,1,2,5
89698,218,2021-06-13,13,1,2,2
89699,83,2022-04-17,50,1,2,2
89700,18,2022-04-17,123,1,0,4
89701,146,2021-06-20,40,1,0,2
89702,382,2022-05-22,18,1,4,3
89703,83,2022-06-19,40,1,2,2
89704,249,2021-01-31,12,1,2,2
89705,3,2021-09-05,15,1,3,5
89706,82,2021-02-21,39,1,2,4
89707,290,2021-03-28,61,1,0,5
89708,201,2022-08-07,7,1,3,2
89709,213,2021-04-25,5,1,2,2
89710,28,2022-08-21,51,1,0,3
89711,267,2022-02-20,8,1,2,3
89712,107,2021-05-02,28,1,2,2
89713,24,2022-03-13,23,1,3,4
89714,382,2021-06-06,42,1,4,3
89715,388,2022-05-01,74,1,3,3
89716,85,2021-07-25,50,1,1,2
89717,373,2022-06-05,35,1,3,5
89718,268,2021-01-31,8,1,2,4
89719,409,2021-03-07,18,2,0,6
89720,119,2022-01-23,1,1,2,5
89721,414,2021-04-11,41,2,0,6
89722,342,2021-04-18,77,1,3,4
89723,295,2021-05-02,23,1,2,2
89724,28,2021-10-31,36,1,0,3
89725,356,2021-10-31,2,1,3,2
89726,378,2021-05-16,9,1,4,2
89727,73,2022-05-01,28,1,0,3
89728,50,2021-07-04,61,1,2,4
89729,65,2021-07-11,73,1,2,5
89730,25,2022-06-12,116,1,0,4
89731,113,2021-12-26,18,1,2,4
89732,409,2021-09-12,37,2,0,6
89733,116,2021-10-17,13,1,3,5
89734,282,2022-03-20,4,1,4,3
89735,101,2021-05-30,25,1,2,4
89736,64,2022-04-03,15,1,3,4
89737,281,2021-06-13,39,1,3,4
89739,293,2022-05-29,37,1,2,2
89740,118,2021-08-15,4,1,2,4
89741,318,2021-01-24,5,1,2,4
89742,148,2022-01-23,3,1,2,2
89743,280,2022-07-31,15,1,3,4
89744,218,2021-03-28,13,1,2,2
89745,167,2022-07-31,48,1,2,5
89746,4,2021-10-10,45,1,0,4
89747,180,2022-08-21,26,1,3,4
89748,63,2022-02-27,25,1,0,3
89749,226,2021-05-23,19,1,3,5
89750,207,2022-05-01,46,1,2,3
89751,128,2022-06-12,40,1,3,4
89752,410,2022-06-19,157,2,0,6
89753,49,2022-06-19,31,1,1,3
89754,117,2022-06-26,57,1,0,4
89755,178,2022-06-26,13,1,2,2
89756,33,2021-10-17,49,1,0,5
89757,283,2022-03-13,6,1,3,3
89758,177,2022-03-20,20,1,3,2
89759,189,2021-06-06,7,1,3,2
89760,294,2022-04-17,38,1,2,4
89761,257,2021-06-20,24,1,3,3
89762,254,2021-06-20,27,1,3,2
89763,4,2021-07-04,63,1,0,4
89764,356,2021-08-15,3,1,3,2
89765,244,2022-06-12,99,1,2,3
89766,117,2022-06-19,53,1,0,4
89767,278,2022-06-19,30,1,3,3
89768,110,2022-06-26,13,1,4,3
89769,133,2021-02-28,4,1,3,4
89770,346,2021-09-26,11,1,3,5
89771,69,2022-07-24,64,1,0,2
89772,161,2021-06-27,81,1,2,4
89773,389,2022-05-15,50,1,4,5
89774,386,2021-08-08,9,1,2,2
89775,324,2021-01-24,14,1,4,2
89776,31,2021-01-31,24,1,0,4
89777,280,2021-09-05,6,1,3,4
89778,41,2022-07-17,23,1,0,3
89779,149,2022-01-23,14,1,1,4
89780,246,2022-07-31,13,1,2,3
89781,321,2022-01-30,5,1,3,4
89782,210,2022-08-07,36,1,2,5
89783,118,2022-02-06,15,1,2,4
89784,287,2022-03-13,22,1,3,2
89785,279,2022-03-27,26,1,3,4
89786,137,2021-06-13,11,1,3,3
89787,380,2021-07-25,39,1,3,3
89788,111,2021-08-01,40,1,2,3
89789,320,2021-02-14,13,1,2,4
89790,303,2022-03-13,56,1,2,5
89791,393,2021-05-30,20,1,4,3
89792,54,2021-06-13,23,1,3,3
89793,82,2021-01-10,7,1,2,4
89794,159,2022-06-12,17,1,2,2
89795,268,2022-07-24,16,1,2,4
89796,21,2022-02-13,30,1,0,4
89797,20,2021-05-16,35,1,2,5
89798,380,2022-04-10,14,1,3,3
89799,142,2022-05-08,11,1,3,2
89800,286,2022-05-08,36,1,3,4
89801,43,2022-07-03,33,1,2,4
89802,2,2021-08-29,26,1,0,5
89803,96,2021-02-14,19,1,2,3
89804,341,2022-04-10,22,1,3,4
89805,134,2021-01-31,7,1,2,4
89806,241,2022-07-10,7,1,3,3
89807,108,2021-09-26,6,1,2,2
89808,59,2022-02-06,5,1,2,3
89809,262,2022-02-13,7,1,4,4
89810,113,2021-10-17,41,1,2,4
89811,338,2021-10-24,7,1,3,3
89812,292,2021-05-23,27,1,2,4
89813,216,2022-05-08,38,1,2,2
89814,367,2022-06-05,20,1,3,4
89815,94,2021-12-19,26,1,2,3
89816,151,2022-07-10,41,1,0,5
89817,30,2021-09-05,9,1,1,3
89818,236,2022-02-06,20,1,2,3
89819,232,2021-10-03,12,1,3,2
89820,264,2022-02-13,13,1,2,2
89821,414,2022-08-21,37,2,0,6
89822,155,2021-06-13,6,1,2,2
89823,203,2022-04-17,23,1,2,2
89824,261,2022-04-17,28,1,3,4
89825,146,2021-01-24,23,1,0,2
89826,6,2021-02-14,27,1,0,4
89827,158,2021-09-19,27,1,2,2
89828,10,2022-02-06,28,1,1,5
89829,110,2022-02-06,7,1,4,3
89830,141,2021-04-25,50,1,2,4
89831,277,2021-10-31,9,1,3,4
89832,280,2022-03-06,18,1,3,4
89833,128,2021-05-23,58,1,3,4
89834,170,2021-05-23,29,1,3,3
89835,90,2022-05-01,44,1,4,3
89836,66,2022-05-22,36,1,2,2
89837,33,2021-07-25,136,1,0,5
89838,162,2022-06-26,17,1,2,3
89839,238,2021-02-07,17,1,3,2
89840,279,2021-09-05,14,1,3,4
89841,392,2022-07-03,38,1,2,4
89842,328,2021-02-21,24,1,2,2
89843,63,2021-03-07,31,1,0,3
89844,222,2021-10-03,20,1,2,4
89845,285,2022-07-31,9,1,3,3
89846,295,2021-04-11,19,1,2,2
89847,245,2022-02-06,28,1,2,2
89848,18,2021-04-25,103,1,0,4
89849,329,2021-05-02,46,1,3,3
89850,342,2022-02-27,13,1,3,4
89851,150,2021-06-27,88,1,0,3
89852,166,2021-06-27,26,1,3,3
89853,19,2021-07-11,72,1,1,4
89854,93,2022-03-27,22,1,2,4
89855,288,2022-05-01,5,1,4,3
89856,358,2022-05-22,26,1,2,3
89857,224,2021-07-25,41,1,2,3
89858,172,2021-01-17,14,1,0,4
89859,358,2022-06-26,24,1,2,3
89860,87,2021-04-04,8,1,2,2
89861,321,2022-08-07,52,1,3,4
89862,97,2021-06-20,26,1,3,2
89863,148,2021-06-27,37,1,2,2
89864,350,2022-06-19,20,1,2,3
89865,389,2022-07-03,23,1,4,5
89866,8,2021-04-18,18,1,3,5
89867,55,2022-02-13,30,1,0,4
89868,109,2021-05-16,45,1,2,3
89869,20,2022-04-24,36,1,2,5
89870,171,2022-01-23,2,1,3,4
89871,146,2021-09-26,34,1,0,2
89872,32,2022-07-31,45,1,2,3
89873,164,2021-04-04,20,1,3,5
89874,310,2022-02-20,2,1,4,3
89875,234,2022-02-20,11,1,3,3
89876,277,2021-12-19,2,1,3,4
89877,180,2021-01-17,7,1,3,4
89878,158,2021-01-24,22,1,2,2
89879,303,2021-09-12,13,1,2,5
89880,72,2022-01-23,18,1,0,2
89881,168,2022-07-24,12,1,2,3
89882,301,2022-08-14,4,1,2,3
89883,131,2022-03-06,9,1,3,3
89884,164,2022-04-24,16,1,3,5
89885,239,2021-07-18,12,1,3,3
89886,200,2022-05-15,29,1,4,3
89888,358,2022-05-29,29,1,2,3
89889,205,2021-12-19,6,1,2,2
89890,111,2021-01-17,7,1,2,3
89891,328,2021-08-15,2,1,2,2
